Time [s]                 AoA                      AoS                      CA                       CM                       CW                       CZ                       CX                       F_x                      F_y                      F_z                      
0.230000                 0.094373                 -0.000002                0.441609                 0.012042                 0.037546                 -0.443182                0.004235                 1373.230067              -10.354047               -143712.900801           
0.240000                 0.094440                 -0.000002                0.442389                 0.011345                 0.037576                 -0.443961                0.004309                 1397.223085              -10.858348               -143962.443098           
0.250000                 0.094523                 -0.000002                0.459640                 -0.012888                0.037516                 -0.461129                0.006034                 1956.456001              -26.275614               -149526.250644           
0.260000                 0.094604                 -0.000002                0.458137                 -0.010437                0.037563                 -0.459637                0.005882                 1907.475864              -21.674900               -149049.361974           
0.270000                 0.094666                 -0.000002                0.456854                 -0.008368                0.037599                 -0.458362                0.005753                 1865.674981              -18.202170               -148643.179863           
0.280000                 0.094715                 -0.000003                0.455704                 -0.006542                0.037629                 -0.457220                0.005637                 1828.209433              -15.480958               -148279.038569           
0.290000                 0.094753                 -0.000003                0.454678                 -0.004935                0.037653                 -0.456201                0.005534                 1794.797966              -13.301367               -147954.195813           
0.300000                 0.094783                 -0.000003                0.453770                 -0.003526                0.037672                 -0.455299                0.005443                 1765.199972              -11.509706               -147666.374572           
0.310000                 0.094806                 -0.000003                0.452972                 -0.002295                0.037687                 -0.454506                0.005362                 1739.191844              -9.995959                -147413.481848           
0.320000                 0.094825                 -0.000004                0.452279                 -0.001225                0.037700                 -0.453816                0.005292                 1716.563587              -8.681904                -147193.564178           
0.330000                 0.094841                 -0.000004                0.451684                 -0.000301                0.037711                 -0.453225                0.005232                 1697.117491              -7.512432                -147004.787779           
0.340000                 0.094856                 -0.000004                0.451181                 0.000491                 0.037721                 -0.452726                0.005182                 1680.667012              -6.449199                -146845.422669           
0.350000                 0.094871                 -0.000004                0.450767                 0.001165                 0.037731                 -0.452314                0.005139                 1667.035741              -5.465963                -146713.829047           
0.360000                 0.094888                 -0.000004                0.450435                 0.001731                 0.037741                 -0.451985                0.005106                 1656.056458              -4.545184                -146608.445582           
0.370000                 0.094906                 -0.000005                0.450181                 0.002200                 0.037751                 -0.451733                0.005079                 1647.570271              -3.675531                -146527.779402           
0.380000                 0.094928                 -0.000005                0.450001                 0.002581                 0.037763                 -0.451554                0.005060                 1641.425823              -2.850062                -146470.397570           
0.390000                 0.094953                 -0.000005                0.449889                 0.002883                 0.037776                 -0.451444                0.005048                 1637.478579              -2.064906                -146434.919892           
0.400000                 0.094981                 -0.000005                0.449842                 0.003114                 0.037790                 -0.451399                0.005042                 1635.590189              -1.318288                -146420.012877           
0.410000                 0.095015                 -0.000005                0.449856                 0.003281                 0.037807                 -0.451414                0.005043                 1635.627906              -0.609836                -146424.384739           
0.420000                 0.095052                 -0.000005                0.449927                 0.003391                 0.037825                 -0.451486                0.005048                 1637.464083              0.059930                 -146446.781289           
0.430000                 0.095095                 -0.000005                0.450050                 0.003449                 0.037845                 -0.451610                0.005059                 1640.975713              0.689966                 -146485.982625           
0.440000                 0.095142                 -0.000005                0.450223                 0.003461                 0.037867                 -0.451784                0.005075                 1646.044036              1.278962                 -146540.800502           
0.450000                 0.095194                 -0.000006                0.450441                 0.003432                 0.037891                 -0.452003                0.005095                 1652.554196              1.825537                 -146610.076314           
0.460000                 0.095252                 -0.000006                0.450700                 0.003367                 0.037918                 -0.452263                0.005119                 1660.394937              2.328364                 -146692.679581           
0.470000                 0.095313                 -0.000006                0.450998                 0.003270                 0.037946                 -0.452563                0.005147                 1669.458358              2.786267                 -146787.506887           
0.480000                 0.095380                 -0.000006                0.451331                 0.003144                 0.037977                 -0.452897                0.005179                 1679.639691              3.198277                 -146893.481200           
0.490000                 0.095451                 -0.000006                0.451696                 0.002995                 0.038009                 -0.453262                0.005213                 1690.837135              3.563677                 -147009.551507           
0.500000                 0.095526                 -0.000006                0.452089                 0.002824                 0.038043                 -0.453657                0.005251                 1702.951707              3.882025                 -147134.692725           
0.510000                 0.095605                 -0.000005                0.452508                 0.002634                 0.038080                 -0.454076                0.005291                 1715.887138              4.153162                 -147267.905829           
0.520000                 0.095688                 -0.000005                0.452948                 0.002430                 0.038117                 -0.454518                0.005333                 1729.549788              4.377218                 -147408.218159           
0.530000                 0.095774                 -0.000005                0.453408                 0.002213                 0.038156                 -0.454979                0.005377                 1743.848592              4.554608                 -147554.683879           
0.540000                 0.095864                 -0.000005                0.453884                 0.001986                 0.038197                 -0.455456                0.005423                 1758.695027              4.686024                 -147706.384530           
0.550000                 0.095956                 -0.000005                0.454374                 0.001751                 0.038239                 -0.455947                0.005470                 1774.003100              4.772420                 -147862.429679           
0.560000                 0.096050                 -0.000005                0.454875                 0.001511                 0.038281                 -0.456449                0.005519                 1789.689351              4.815000                 -148021.957605           
0.570000                 0.096146                 -0.000005                0.455384                 0.001266                 0.038325                 -0.456960                0.005568                 1805.672875              4.815203                 -148184.136030           
0.580000                 0.096244                 -0.000005                0.444722                 0.017042                 0.038429                 -0.446357                0.004485                 1454.359685              4.265033                 -144742.513992           
0.590000                 0.096357                 -0.000005                0.446278                 0.015494                 0.038477                 -0.447910                0.004637                 1503.669610              4.242699                 -145237.976590           
0.600000                 0.096493                 -0.000004                0.447857                 0.014017                 0.038535                 -0.449486                0.004792                 1553.662777              4.204063                 -145740.643023           
0.610000                 0.096650                 -0.000004                0.449470                 0.012583                 0.038604                 -0.451098                0.004950                 1604.845829              4.142330                 -146255.067815           
0.620000                 0.096825                 -0.000004                0.451112                 0.011189                 0.038681                 -0.452738                0.005111                 1657.032695              4.055825                 -146778.890251           
0.630000                 0.097018                 -0.000004                0.452774                 0.009837                 0.038766                 -0.454400                0.005275                 1710.034377              3.943438                 -147309.772998           
0.640000                 0.097225                 -0.000004                0.454450                 0.008527                 0.038857                 -0.456076                0.005441                 1763.661503              3.804562                 -147845.435261           
0.650000                 0.097444                 -0.000003                0.456134                 0.007258                 0.038954                 -0.457760                0.005608                 1817.724558              3.639040                 -148383.657492           
0.660000                 0.097674                 -0.000003                0.457817                 0.006031                 0.039057                 -0.459444                0.005775                 1872.034101              3.447118                 -148922.284760           
0.670000                 0.097913                 -0.000003                0.459495                 0.004846                 0.039163                 -0.461123                0.005943                 1926.401077              3.229407                 -149459.229945           
0.680000                 0.098159                 -0.000003                0.461161                 0.003704                 0.039272                 -0.462790                0.006111                 1980.637217              2.986837                 -149992.476821           
0.690000                 0.098410                 -0.000003                0.462808                 0.002605                 0.039384                 -0.464438                0.006278                 2034.555498              2.720625                 -150520.082970           
0.700000                 0.098665                 -0.000002                0.464432                 0.001549                 0.039498                 -0.466064                0.006443                 2087.970685              2.432238                 -151040.182555           
0.710000                 0.098921                 -0.000002                0.466026                 0.000536                 0.039613                 -0.467660                0.006606                 2140.699908              2.123364                 -151550.988905           
0.720000                 0.099178                 -0.000002                0.467585                 -0.000432                0.039727                 -0.469221                0.006766                 2192.563298              1.795879                 -152050.796926           
0.730000                 0.099434                 -0.000002                0.469105                 -0.001357                0.039842                 -0.470743                0.006923                 2243.384637              1.451817                 -152537.985313           
0.740000                 0.099688                 -0.000001                0.470580                 -0.002236                0.039955                 -0.472220                0.007077                 2292.992049              1.093346                 -153011.018563           
0.750000                 0.099937                 -0.000001                0.472007                 -0.003071                0.040067                 -0.473649                0.007226                 2341.218689              0.722742                 -153468.448776           
0.760000                 0.100182                 -0.000001                0.473380                 -0.003861                0.040176                 -0.475025                0.007370                 2387.903444              0.342362                 -153908.917237           
0.770000                 0.100421                 -0.000001                0.474696                 -0.004605                0.040283                 -0.476343                0.007509                 2432.891622              -0.045376                -154331.155787           
0.780000                 0.100652                 -0.000001                0.475952                 -0.005304                0.040387                 -0.477601                0.007643                 2476.035631              -0.438020                -154733.987953           
0.790000                 0.100875                 -0.000000                0.477144                 -0.005957                0.040486                 -0.478796                0.007770                 2517.195633              -0.833099                -155116.329861           
0.800000                 0.101089                 -0.000000                0.478269                 -0.006565                0.040582                 -0.479923                0.007891                 2556.240170              -1.228146                -155477.190910           
0.810000                 0.101293                 -0.000000                0.479324                 -0.007127                0.040673                 -0.480980                0.008004                 2593.046749              -1.620717                -155815.674221           
0.820000                 0.101485                 0.000000                 0.480307                 -0.007643                0.040759                 -0.481965                0.008111                 2627.502388              -2.008406                -156130.976846           
0.830000                 0.101666                 0.000000                 0.481216                 -0.008115                0.040840                 -0.482876                0.008210                 2659.504108              -2.388864                -156422.389746           
0.840000                 0.101835                 0.000000                 0.482048                 -0.008541                0.040916                 -0.483710                0.008301                 2688.959377              -2.759814                -156689.297543           
0.850000                 0.101991                 0.000001                 0.482802                 -0.008923                0.040985                 -0.484466                0.008384                 2715.786491              -3.119063                -156931.178037           
0.860000                 0.102133                 0.000001                 0.483477                 -0.009260                0.041049                 -0.485143                0.008459                 2739.914891              -3.464516                -157147.601502           
0.870000                 0.102261                 0.000001                 0.484072                 -0.009553                0.041106                 -0.485739                0.008525                 2761.285424              -3.794190                -157338.229755           
0.880000                 0.102375                 0.000001                 0.484585                 -0.009804                0.041156                 -0.486254                0.008582                 2779.850527              -4.106222                -157502.815010           
0.890000                 0.102474                 0.000001                 0.485018                 -0.010011                0.041200                 -0.486688                0.008631                 2795.574348              -4.398879                -157641.198522           
0.900000                 0.102559                 0.000001                 0.485368                 -0.010177                0.041237                 -0.487039                0.008671                 2808.432800              -4.670566                -157753.309020           
0.910000                 0.102628                 0.000001                 0.485637                 -0.010302                0.041268                 -0.487309                0.008702                 2818.413537              -4.919838                -157839.160940           
0.920000                 0.102681                 0.000001                 0.485824                 -0.010386                0.041291                 -0.487497                0.008724                 2825.515878              -5.145398                -157898.852464           
0.930000                 0.102719                 0.000001                 0.485930                 -0.010431                0.041308                 -0.487605                0.008737                 2829.750643              -5.346110                -157932.563377           
0.940000                 0.102742                 0.000001                 0.485957                 -0.010438                0.041317                 -0.487632                0.008741                 2831.139944              -5.520998                -157940.552737           
0.950000                 0.102749                 0.000001                 0.485904                 -0.010407                0.041320                 -0.487580                0.008737                 2829.716902              -5.669252                -157923.156383           
0.960000                 0.102741                 0.000001                 0.485774                 -0.010340                0.041315                 -0.487450                0.008724                 2825.525308              -5.790226                -157880.784276           
0.970000                 0.102718                 0.000001                 0.485568                 -0.010239                0.041304                 -0.487244                0.008702                 2818.619229              -5.883444                -157813.917692           
0.980000                 0.102680                 0.000001                 0.485287                 -0.010104                0.041286                 -0.486963                0.008673                 2809.062560              -5.948598                -157723.106266           
0.990000                 0.102627                 0.000001                 0.484934                 -0.009936                0.041261                 -0.486609                0.008635                 2796.928532              -5.985544                -157608.964908           
1.000000                 0.102559                 0.000001                 0.484510                 -0.009738                0.041230                 -0.486185                0.008590                 2782.299176              -5.994305                -157472.170595           
1.010000                 0.102477                 0.000001                 0.484018                 -0.009510                0.041193                 -0.485693                0.008538                 2765.264745              -5.975064                -157313.459048           
1.020000                 0.102382                 0.000001                 0.483461                 -0.009253                0.041149                 -0.485135                0.008478                 2745.923110              -5.928164                -157133.621309           
1.030000                 0.102273                 0.000001                 0.482840                 -0.008971                0.041099                 -0.484513                0.008411                 2724.379123              -5.854100                -156933.500225           
1.040000                 0.102151                 0.000001                 0.482159                 -0.008663                0.041043                 -0.483831                0.008338                 2700.743961              -5.753518                -156713.986854           
1.050000                 0.102016                 0.000000                 0.481421                 -0.008332                0.040982                 -0.483092                0.008259                 2675.134453              -5.627205                -156476.016796           
1.060000                 0.101870                 0.000000                 0.480628                 -0.007980                0.040915                 -0.482297                0.008174                 2647.672389              -5.476085                -156220.566473           
1.070000                 0.101712                 0.000000                 0.479785                 -0.007607                0.040843                 -0.481452                0.008084                 2618.483837              -5.301212                -155948.649355           
1.080000                 0.101544                 -0.000000                0.478893                 -0.007215                0.040766                 -0.480559                0.007989                 2587.698439              -5.103760                -155661.312152           
1.090000                 0.101365                 -0.000000                0.477957                 -0.006807                0.040685                 -0.479620                0.007889                 2555.448728              -4.885017                -155359.630987           
1.100000                 0.101177                 -0.000000                0.476979                 -0.006383                0.040599                 -0.478641                0.007785                 2521.869447              -4.646377                -155044.707544           
1.110000                 0.100980                 -0.000001                0.475964                 -0.005946                0.040510                 -0.477624                0.007678                 2487.096874              -4.389327                -154717.665221           
1.120000                 0.100775                 -0.000001                0.474915                 -0.005497                0.040416                 -0.476572                0.007567                 2451.268176              -4.115442                -154379.645291           
1.130000                 0.100562                 -0.000001                0.473836                 -0.005038                0.040320                 -0.475490                0.007454                 2414.520776              -3.826374                -154031.803078           
1.140000                 0.100342                 -0.000001                0.472729                 -0.004571                0.040220                 -0.474380                0.007338                 2376.991744              -3.523841                -153675.304165           
1.150000                 0.100116                 -0.000002                0.471599                 -0.004097                0.040117                 -0.473248                0.007220                 2338.817221              -3.209615                -153311.320646           
1.160000                 0.099885                 -0.000002                0.470450                 -0.003617                0.040012                 -0.472095                0.007100                 2300.131867              -2.885518                -152941.027418           
1.170000                 0.099649                 -0.000002                0.469285                 -0.003134                0.039905                 -0.470926                0.006979                 2261.068344              -2.553406                -152565.598542           
1.180000                 0.099409                 -0.000002                0.468107                 -0.002650                0.039796                 -0.469745                0.006858                 2221.756835              -2.215158                -152186.203672           
1.190000                 0.099166                 -0.000002                0.466920                 -0.002164                0.039686                 -0.468555                0.006736                 2182.324596              -1.872671                -151804.004561           
1.200000                 0.098920                 -0.000003                0.465729                 -0.001680                0.039574                 -0.467360                0.006614                 2142.895548              -1.527845                -151420.151652           
1.210000                 0.098673                 -0.000003                0.464535                 -0.001199                0.039462                 -0.466163                0.006493                 2103.589901              -1.182573                -151035.780776           
1.220000                 0.098424                 -0.000003                0.463344                 -0.000722                0.039349                 -0.464968                0.006372                 2064.523828              -0.838734                -150652.009941           
1.230000                 0.098176                 -0.000003                0.462158                 -0.000250                0.039236                 -0.463778                0.006252                 2025.809162              -0.498178                -150269.936245           
1.240000                 0.097927                 -0.000003                0.460980                 0.000214                 0.039124                 -0.462596                0.006134                 1987.553145              -0.162723                -149890.632901           
1.250000                 0.097680                 -0.000003                0.459814                 0.000671                 0.039011                 -0.461427                0.006018                 1949.858206              0.165860                 -149515.146389           
1.260000                 0.097434                 -0.000004                0.458663                 0.001118                 0.038900                 -0.460272                0.005903                 1912.821775              0.485855                 -149144.493748           
1.270000                 0.097190                 -0.000004                0.457530                 0.001554                 0.038790                 -0.459135                0.005791                 1876.536141              0.795608                 -148779.659997           
1.280000                 0.096950                 -0.000004                0.456418                 0.001978                 0.038681                 -0.458019                0.005681                 1841.088332              1.093534                 -148421.595705           
1.290000                 0.096713                 -0.000004                0.455329                 0.002390                 0.038573                 -0.456926                0.005575                 1806.560035              1.378130                 -148071.214711           
1.300000                 0.096480                 -0.000004                0.454267                 0.002787                 0.038468                 -0.455860                0.005471                 1773.027545              1.647976                 -147729.391989           
1.310000                 0.096253                 -0.000004                0.453235                 0.003169                 0.038364                 -0.454824                0.005371                 1740.561738              1.901747                 -147396.961684           
1.320000                 0.096030                 -0.000004                0.452233                 0.003535                 0.038264                 -0.453818                0.005274                 1709.228077              2.138216                 -147074.715292           
1.330000                 0.095814                 -0.000004                0.451266                 0.003885                 0.038165                 -0.452847                0.005181                 1679.086636              2.356260                 -146763.400013           
1.340000                 0.095603                 -0.000005                0.450334                 0.004217                 0.038070                 -0.451912                0.005092                 1650.192145              2.554866                 -146463.717268           
1.350000                 0.095400                 -0.000005                0.449440                 0.004531                 0.037978                 -0.451014                0.005006                 1622.594062              2.733135                 -146176.321375           
1.360000                 0.095204                 -0.000005                0.448587                 0.004826                 0.037889                 -0.450157                0.004925                 1596.336656              2.890285                 -145901.818402           
1.370000                 0.095015                 -0.000005                0.447774                 0.005101                 0.037804                 -0.449341                0.004848                 1571.459100              3.025656                 -145640.765179           
1.380000                 0.094835                 -0.000005                0.447005                 0.005357                 0.037722                 -0.448569                0.004776                 1547.995589              3.138708                 -145393.668487           
1.390000                 0.094663                 -0.000005                0.446281                 0.005592                 0.037644                 -0.447841                0.004708                 1525.975458              3.229030                 -145160.984403           
1.400000                 0.094500                 -0.000005                0.445602                 0.005807                 0.037570                 -0.447159                0.004644                 1505.423308              3.296332                 -144943.117824           
1.410000                 0.094346                 -0.000005                0.444971                 0.006000                 0.037500                 -0.446525                0.004585                 1486.359150              3.340453                 -144740.422145           
1.420000                 0.094202                 -0.000005                0.444387                 0.006172                 0.037435                 -0.445938                0.004531                 1468.798538              3.361357                 -144553.199104           
1.430000                 0.094067                 -0.000005                0.443852                 0.006323                 0.037374                 -0.445400                0.004482                 1452.752715              3.359131                 -144381.698788           
1.440000                 0.093941                 -0.000005                0.443366                 0.006453                 0.037317                 -0.444911                0.004437                 1438.228756              3.333987                 -144226.119796           
1.450000                 0.093826                 -0.000005                0.442929                 0.006561                 0.037265                 -0.444472                0.004396                 1425.229714              3.286255                 -144086.609554           
1.460000                 0.093720                 -0.000004                0.442543                 0.006647                 0.037217                 -0.444084                0.004361                 1413.754762              3.216384                 -143963.264780           
1.470000                 0.093625                 -0.000004                0.442207                 0.006713                 0.037174                 -0.443746                0.004330                 1403.799335              3.124937                 -143856.132100           
1.480000                 0.093540                 -0.000004                0.441921                 0.006757                 0.037135                 -0.443458                0.004304                 1395.355267              3.012586                 -143765.208798           
1.490000                 0.093466                 -0.000004                0.441685                 0.006780                 0.037102                 -0.443220                0.004283                 1388.410926              2.880106                 -143690.443705           
1.500000                 0.093401                 -0.000004                0.441499                 0.006783                 0.037072                 -0.443032                0.004266                 1382.951345              2.728374                 -143631.738226           
1.510000                 0.093347                 -0.000004                0.441361                 0.006766                 0.037048                 -0.442893                0.004253                 1378.958347              2.558360                 -143588.947480           
1.520000                 0.093303                 -0.000004                0.441273                 0.006729                 0.037028                 -0.442803                0.004245                 1376.410669              2.371120                 -143561.881573           
1.530000                 0.093269                 -0.000004                0.441233                 0.006672                 0.037013                 -0.442762                0.004242                 1375.284076              2.167792                 -143550.306972           
1.540000                 0.093245                 -0.000003                0.441239                 0.006597                 0.037002                 -0.442768                0.004243                 1375.551478              1.949588                 -143553.948001           
1.550000                 0.093231                 -0.000003                0.441292                 0.006503                 0.036996                 -0.442820                0.004248                 1377.183037              1.717785                 -143572.488422           
1.560000                 0.093227                 -0.000003                0.441390                 0.006392                 0.036994                 -0.442917                0.004257                 1380.146272              1.473720                 -143605.573126           
1.570000                 0.093232                 -0.000003                0.441531                 0.006264                 0.036996                 -0.443058                0.004270                 1384.406164              1.218778                 -143652.809897           
1.580000                 0.093246                 -0.000003                0.441715                 0.006119                 0.037003                 -0.443242                0.004287                 1389.925256              0.954390                 -143713.771267           
1.590000                 0.093270                 -0.000003                0.441940                 0.005959                 0.037013                 -0.443467                0.004308                 1396.663747              0.682018                 -143787.996440           
1.600000                 0.093302                 -0.000002                0.442205                 0.005784                 0.037028                 -0.443732                0.004332                 1404.579598              0.403154                 -143874.993279           
1.610000                 0.093343                 -0.000002                0.442508                 0.005595                 0.037046                 -0.444035                0.004360                 1413.628618              0.119303                 -143974.240361           
1.620000                 0.093392                 -0.000002                0.442847                 0.005393                 0.037069                 -0.444374                0.004391                 1423.764571              -0.168019                -144085.189069           
